Rank,Name,Nationality,Position,Team,League,Age,Birth Year,Matches Played,Matches Started,Playing Time Min,90 Minutes Played,Goals,Assists,Goals + Assists,Goals - Penalty Kick,Penalty Kick,Penalty Kick Attempts,Yellow Cards,Red Cards,Expected Goals,Non-Penalty Expected Goals,Expected xAG,Non-Penalty Expected Goals + Expected Assisted Goals,Progressive Carries,Progressive Passes,Progressive Receptions,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Goals - Penalty Kick Per 90,Per 90 Minutes G+A-PK,Expected Goals Per 90,Expected Assisted Goals Per 90,Per 90 Minutes xG+xAG,Non-Penalty Expected Goals Per 90,Non-Penalty Expected Goals + Expected Assisted Goals Per 90
172,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,27-189,1997,19,2,257,2.9,1,0,1,1,0,0,0,0,2.0,2.0,0.1,2.1,5,5,13,0.35,0.00,0.35,0.35,0.35,0.70,0.04,0.74,0.70,0.74
173,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21-134,2003,21,14,1274,14.2,0,0,0,0,0,0,3,0,1.4,1.4,1.5,2.9,20,47,51,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.21,0.10,0.21
174,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,28-029,1997,17,4,403,4.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,4,22,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.11,0.09,0.11
175,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,35-062,1989,15,9,874,9.7,3,0,3,3,0,0,2,0,2.8,2.8,0.0,2.8,3,12,20,0.31,0.00,0.31,0.31,0.31,0.29,0.00,0.29,0.29,0.29
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
176,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,33-159,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,1.96,0.21,2.17,1.96,2.17
177,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33-159,1991,22,14,1244,13.8,4,0,4,3,1,1,5,0,2.8,2.0,0.7,2.8,30,27,63,0.29,0.00,0.29,0.22,0.22,0.20,0.05,0.26,0.15,0.20
178,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23-230,2001,13,6,658,7.3,1,0,1,1,0,0,2,0,0.6,0.6,0.9,1.5,7,38,14,0.14,0.00,0.14,0.14,0.14,0.08,0.12,0.21,0.08,0.21
179,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23-313,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
180,Adam Aznou,ma MAR,"MF,DF",Valladolid,es La Liga,18-260,2006,2,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18-260,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35-173,1989,7,6,525,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,42,8,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
183,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30-217,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0.00,0.00,0.00,0.00,0.00,0.11,0.19,0.30,0.11,0.30
184,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23-264,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
185,Papa Ba,es ESP,MF,Girona,es La Liga,20-158,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
186,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24-261,2000,21,6,761,8.5,4,1,5,4,0,0,1,0,2.6,2.6,1.4,4.0,24,15,88,0.47,0.12,0.59,0.47,0.59,0.30,0.17,0.47,0.30,0.47
187,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19-243,2005,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
188,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,22-067,2002,5,0,91,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,5,0.00,0.00,0.00,0.00,0.00,0.18,0.17,0.35,0.18,0.35
189,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24-312,2000,19,18,1641,18.2,1,1,2,1,0,0,5,0,0.5,0.5,0.6,1.1,6,36,3,0.05,0.05,0.11,0.05,0.11,0.03,0.03,0.06,0.03,0.06
190,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35-358,1989,20,18,1294,14.4,1,0,1,1,0,0,1,0,1.0,1.0,1.1,2.1,7,76,12,0.07,0.00,0.07,0.07,0.07,0.07,0.07,0.14,0.07,0.14
191,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23-328,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23-212,2001,22,21,1819,20.2,6,6,12,6,0,1,8,0,5.5,4.7,7.9,12.6,63,136,112,0.30,0.30,0.59,0.30,0.59,0.27,0.39,0.66,0.23,0.62
193,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18-312,2006,12,10,864,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,13,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
194,Juma Bah,sl SLE,"DF,MF",Lens,fr Ligue 1,18-312,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,27-192,1997,20,13,1035,11.5,1,2,3,1,0,0,2,0,1.5,1.5,1.5,3.0,51,32,107,0.09,0.17,0.26,0.09,0.26,0.13,0.13,0.26,0.13,0.26
196,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30-311,1994,10,7,580,6.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,1,18,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
197,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25-174,1999,19,5,519,5.8,1,1,2,1,0,0,1,0,1.7,1.7,1.2,2.9,6,13,24,0.17,0.17,0.35,0.17,0.35,0.29,0.21,0.50,0.29,0.50
198,Stefan Bajcetic,es ESP,MF,Las Palmas,es La Liga,20-118,2004,3,2,188,2.1,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,10,2,0.48,0.00,0.48,0.48,0.48,0.09,0.05,0.14,0.09,0.14
199,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33-312,1991,15,5,505,5.6,1,2,3,1,0,0,4,0,2.2,2.2,0.6,2.8,4,9,33,0.18,0.36,0.53,0.18,0.53,0.40,0.10,0.50,0.40,0.50
200,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-242,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
201,Mitchel Bakker,nl NED,"DF,FW",Lille,fr Ligue 1,24-242,2000,15,7,678,7.5,2,2,4,2,0,0,2,1,2.5,2.5,2.3,4.8,29,32,79,0.27,0.27,0.53,0.27,0.53,0.33,0.30,0.63,0.33,0.63
202,Darryl Bakola,fr FRA,DF,Marseille,fr Ligue 1,17-079,2007,1,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26-315,1998,15,14,1170,13.0,2,1,3,2,0,0,2,0,1.5,1.5,1.3,2.7,16,44,78,0.15,0.08,0.23,0.15,0.23,0.11,0.10,0.21,0.11,0.21
204,Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,26-315,1998,7,5,454,5.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,9,35,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
205,Dilane Bakwa,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22-175,2002,19,18,1578,17.5,3,6,9,3,0,0,1,0,3.7,3.7,4.5,8.3,66,73,149,0.17,0.34,0.51,0.17,0.51,0.21,0.26,0.47,0.21,0.47
206,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21-331,2003,19,2,531,5.9,1,1,2,1,0,0,1,0,1.1,1.1,0.3,1.4,24,12,36,0.17,0.17,0.34,0.17,0.34,0.19,0.05,0.23,0.19,0.23
207,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,21-122,2003,21,19,1609,17.9,0,3,3,0,0,0,1,0,0.4,0.4,2.2,2.5,73,64,175,0.00,0.17,0.17,0.00,0.17,0.02,0.12,0.14,0.02,0.14
208,Keita Baldé,sn SEN,FW,Monza,it Serie A,29-346,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-045,2004,21,19,1603,17.8,2,1,3,2,0,0,7,1,1.3,1.3,0.7,2.0,28,77,17,0.11,0.06,0.17,0.11,0.17,0.08,0.04,0.11,0.08,0.11
210,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-022,1999,19,19,1624,18.0,0,0,0,0,0,0,7,1,0.5,0.5,0.7,1.2,8,83,3,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
211,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-047,1992,17,7,743,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,6,25,11,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
212,Fodé Ballo-Touré,sn SEN,DF,Le Havre,fr Ligue 1,28-045,1997,1,1,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,Botond Balogh,hu HUN,DF,Parma,it Serie A,22-256,2002,21,19,1631,18.1,0,1,1,0,0,0,4,0,0.2,0.2,0.1,0.3,7,31,1,0.00,0.06,0.06,0.00,0.06,0.01,0.00,0.02,0.01,0.02
214,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23-229,2001,7,6,469,5.2,3,0,3,3,0,0,0,0,3.8,3.8,0.9,4.7,13,9,57,0.58,0.00,0.58,0.58,0.58,0.73,0.17,0.90,0.73,0.90
215,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,34-189,1990,6,0,62,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
216,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34-298,1990,11,8,790,8.8,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,1,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
217,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28-328,1996,12,10,811,9.0,0,1,1,0,0,0,1,0,0.8,0.8,1.8,2.6,31,30,71,0.00,0.11,0.11,0.00,0.11,0.09,0.20,0.29,0.09,0.29
218,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-132,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,21-004,2004,3,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,6,0.00,0.00,0.00,0.00,0.00,0.60,0.27,0.87,0.60,0.87
220,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24-019,2001,10,6,500,5.6,0,1,1,0,0,0,1,0,0.7,0.7,0.9,1.6,20,5,36,0.00,0.18,0.18,0.00,0.18,0.12,0.17,0.29,0.12,0.29
221,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24-312,2000,11,4,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,25,4,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
222,Mattia Bani,it ITA,DF,Genoa,it Serie A,31-069,1993,14,14,1099,12.2,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,6,19,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
223,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-078,2006,6,2,264,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,8,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
224,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,23-144,2001,11,0,101,1.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,1,8,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
225,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17-350,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
226,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-076,1994,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0.00,0.00,0.00,0.00,0.00,0.13,0.47,0.60,0.13,0.60
227,Federico Barba,it ITA,DF,Como,it Serie A,31-169,1993,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
228,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20-209,2004,7,3,288,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,4,13,13,0.00,0.00,0.00,0.00,0.00,0.09,0.20,0.28,0.09,0.28
229,Valentín Barco,ar ARG,DF,Strasbourg,fr Ligue 1,20-209,2004,2,2,160,1.8,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,10,19,0.00,0.56,0.56,0.00,0.56,0.02,0.32,0.35,0.02,0.35
230,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-168,2002,22,19,1451,16.1,11,5,16,11,0,0,1,0,10.6,10.6,6.9,17.5,95,56,244,0.68,0.31,0.99,0.68,0.99,0.66,0.43,1.09,0.66,1.09
231,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,24-103,2000,15,13,1139,12.7,1,0,1,1,0,0,4,1,1.4,1.4,0.9,2.3,27,46,45,0.08,0.00,0.08,0.08,0.08,0.11,0.07,0.18,0.11,0.18
232,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-010,1997,22,21,1659,18.4,3,5,8,3,0,0,3,0,1.8,1.8,3.3,5.1,44,151,83,0.16,0.27,0.43,0.16,0.43,0.10,0.17,0.27,0.10,0.27
233,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,24-172,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Borna Barišić,hr CRO,DF,Leganés,es La Liga,32-099,1992,1,1,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27-322,1997,7,3,200,2.2,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,13,2,26,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29
236,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-074,1993,16,3,554,6.2,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,32,8,0.49,0.16,0.65,0.49,0.65,0.27,0.09,0.37,0.27,0.37
237,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26-272,1998,4,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,5,6,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
238,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-070,1997,20,6,782,8.7,5,1,6,5,0,0,0,0,3.0,3.0,2.4,5.4,42,41,82,0.58,0.12,0.69,0.58,0.69,0.34,0.28,0.62,0.34,0.62
239,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23-271,2001,17,14,1150,12.8,1,1,2,1,0,0,5,0,0.9,0.9,0.4,1.3,9,46,8,0.08,0.08,0.16,0.08,0.16,0.07,0.03,0.10,0.07,0.10
240,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-052,2001,19,8,805,8.9,1,2,3,1,0,0,4,0,1.4,1.4,1.1,2.5,33,35,108,0.11,0.22,0.34,0.11,0.34,0.16,0.13,0.28,0.16,0.28
241,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21-247,2003,19,18,1488,16.5,0,2,2,0,0,0,3,1,0.9,0.9,1.3,2.3,17,91,48,0.00,0.12,0.12,0.00,0.12,0.06,0.08,0.14,0.06,0.14
242,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-119,2002,23,16,1477,16.4,8,3,11,7,1,1,2,0,9.2,8.4,2.2,10.6,23,16,84,0.49,0.18,0.67,0.43,0.61,0.56,0.13,0.69,0.51,0.65
243,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19-050,2005,2,0,50,0.6,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,2,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
244,Marc Bartra,es ESP,DF,Betis,es La Liga,34-033,1991,13,12,1106,12.3,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,38,1,0.16,0.00,0.16,0.16,0.16,0.07,0.00,0.07,0.07,0.07
245,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28-150,1996,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.6,0.6,0.0,0.7,8,43,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03
246,Daniele Baselli,it ITA,MF,Como,it Serie A,32-342,1992,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-048,1999,24,24,2160,24.0,1,0,1,1,0,0,5,0,1.0,1.0,0.1,1.1,19,76,11,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04
248,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19-219,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25-310,1999,24,23,1765,19.6,1,4,5,1,0,0,3,0,0.5,0.5,2.1,2.5,43,119,56,0.05,0.20,0.25,0.05,0.25,0.02,0.11,0.13,0.02,0.13
250,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28-293,1996,18,18,1620,18.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
251,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,31-138,1993,1,1,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
252,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,29-002,1996,21,19,1721,19.1,0,0,0,0,0,0,2,1,0.5,0.5,0.1,0.7,9,43,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
253,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,25-008,2000,11,8,658,7.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,30,7,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04
254,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34-260,1990,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
255,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,25-200,1999,22,12,1128,12.5,2,1,3,2,0,0,4,0,2.6,2.6,1.1,3.7,21,29,63,0.16,0.08,0.24,0.16,0.24,0.21,0.09,0.30,0.21,0.30
